Timestamp,Mode,Data,differential pressure value,pressure values
16:17:03.462,RX,Pressure values:,-0.28,9838.40
16:17:03.463,RX,9838.40,-0.28,9838.40
16:17:03.613,RX,Differential Pressure values:,-0.28,9838.40
16:17:03.613,RX,-0.28,-0.28,9838.40
16:17:03.613,RX,Pressure values:,-0.28,9838.20
16:17:03.613,RX,9838.20,-0.28,9838.20
16:17:03.760,RX,Differential Pressure values:,-0.48,9838.20
16:17:03.761,RX,-0.48,-0.48,9838.20
16:17:03.762,RX,Pressure values:,-0.48,9838.30
16:17:03.763,RX,9838.30,-0.48,9838.30
16:17:03.911,RX,Differential Pressure values:,-0.48,9838.30
16:17:03.912,RX,-0.48,-0.48,9838.30
16:17:03.912,RX,Pressure values:,-0.48,9838.10
16:17:03.913,RX,9838.10,-0.48,9838.10
16:17:04.060,RX,Differential Pressure values:,-0.38,9838.10
16:17:04.061,RX,-0.38,-0.38,9838.10
16:17:04.063,RX,Pressure values:,-0.38,9838.10
16:17:04.063,RX,9838.10,-0.38,9838.10
16:17:04.213,RX,Differential Pressure values:,-0.38,9838.10
16:17:04.213,RX,-0.38,-0.38,9838.10
16:17:04.213,RX,Pressure values:,-0.38,9838.10
16:17:04.213,RX,9838.10,-0.38,9838.10
16:17:04.361,RX,Differential Pressure values:,-0.18,9838.10
16:17:04.362,RX,-0.18,-0.18,9838.10
16:17:04.362,RX,Pressure values:,-0.18,9838.20
16:17:04.362,RX,9838.20,-0.18,9838.20
16:17:04.513,RX,Differential Pressure values:,-0.38,9838.20
16:17:04.513,RX,-0.38,-0.38,9838.20
16:17:04.513,RX,Pressure values:,-0.38,9838.20
16:17:04.513,RX,9838.20,-0.38,9838.20
16:17:04.661,RX,Differential Pressure values:,-0.28,9838.20
16:17:04.662,RX,-0.28,-0.28,9838.20
16:17:04.662,RX,Pressure values:,-0.28,9838.10
16:17:04.663,RX,9838.10,-0.28,9838.10
16:17:04.812,RX,Differential Pressure values:,-0.28,9838.10
16:17:04.812,RX,-0.28,-0.28,9838.10
16:17:04.812,RX,Pressure values:,-0.28,9838.20
16:17:04.813,RX,9838.20,-0.28,9838.20
16:17:04.961,RX,Differential Pressure values:,-0.38,9838.20
16:17:04.962,RX,-0.38,-0.38,9838.20
16:17:04.964,RX,Pressure values:,-0.38,9838.30
16:17:04.964,RX,9838.30,-0.38,9838.30
16:17:05.111,RX,Differential Pressure values:,-0.48,9838.30
16:17:05.112,RX,-0.48,-0.48,9838.30
16:17:05.112,RX,Pressure values:,-0.48,9838.10
16:17:05.112,RX,9838.10,-0.48,9838.10
16:17:05.260,RX,Differential Pressure values:,-0.48,9838.10
16:17:05.261,RX,-0.48,-0.48,9838.10
16:17:05.261,RX,Pressure values:,-0.48,9838.00
16:17:05.263,RX,9838.00,-0.48,9838.00
16:17:05.412,RX,Differential Pressure values:,-0.58,9838.00
16:17:05.412,RX,-0.58,-0.58,9838.00
16:17:05.413,RX,Pressure values:,-0.58,9838.30
16:17:05.443,RX,9838.30,-0.58,9838.30
16:17:05.561,RX,Differential Pressure values:,-0.48,9838.30
16:17:05.562,RX,-0.48,-0.48,9838.30
16:17:05.563,RX,Pressure values:,-0.48,9838.00
16:17:05.563,RX,9838.00,-0.48,9838.00
16:17:05.713,RX,Differential Pressure values:,-0.48,9838.00
16:17:05.713,RX,-0.48,-0.48,9838.00
16:17:05.713,RX,Pressure values:,-0.48,9838.00
16:17:05.713,RX,9838.00,-0.48,9838.00
16:17:05.861,RX,Differential Pressure values:,-0.58,9838.00
16:17:05.862,RX,-0.58,-0.58,9838.00
16:17:05.863,RX,Pressure values:,-0.58,9838.10
16:17:05.863,RX,9838.10,-0.58,9838.10
16:17:06.012,RX,Differential Pressure values:,-0.58,9838.10
16:17:06.013,RX,-0.58,-0.58,9838.10
16:17:06.013,RX,Pressure values:,-0.58,9838.10
16:17:06.013,RX,9838.10,-0.58,9838.10
16:17:06.161,RX,Differential Pressure values:,-0.68,9838.10
16:17:06.163,RX,-0.68,-0.68,9838.10
16:17:06.163,RX,Pressure values:,-0.68,9837.90
16:17:06.163,RX,9837.90,-0.68,9837.90
16:17:06.312,RX,Differential Pressure values:,-0.58,9837.90
16:17:06.313,RX,-0.58,-0.58,9837.90
16:17:06.313,RX,Pressure values:,-0.58,9837.90
16:17:06.313,RX,9837.90,-0.58,9837.90
16:17:06.461,RX,Differential Pressure values:,-0.58,9837.90
16:17:06.462,RX,-0.58,-0.58,9837.90
16:17:06.463,RX,Pressure values:,-0.58,9838.10
16:17:06.463,RX,9838.10,-0.58,9838.10
16:17:06.612,RX,Differential Pressure values:,-0.48,9838.10
16:17:06.613,RX,-0.48,-0.48,9838.10
16:17:06.613,RX,Pressure values:,-0.48,9838.00
16:17:06.613,RX,9838.00,-0.48,9838.00
16:17:06.761,RX,Differential Pressure values:,-0.38,9838.00
16:17:06.762,RX,-0.38,-0.38,9838.00
16:17:06.766,RX,Pressure values:,-0.38,9838.10
16:17:06.766,RX,9838.10,-0.38,9838.10
16:17:06.913,RX,Differential Pressure values:,-0.58,9838.10
16:17:06.914,RX,-0.58,-0.58,9838.10
16:17:06.914,RX,Pressure values:,-0.58,9837.80
16:17:06.914,RX,9837.80,-0.58,9837.80
16:17:07.061,RX,Differential Pressure values:,-0.38,9837.80
16:17:07.062,RX,-0.38,-0.38,9837.80
16:17:07.062,RX,Pressure values:,-0.38,9837.90
16:17:07.062,RX,9837.90,-0.38,9837.90
16:17:07.210,RX,Differential Pressure values:,-0.78,9837.90
16:17:07.212,RX,-0.78,-0.78,9837.90
16:17:07.214,RX,Pressure values:,-0.78,9837.90
16:17:07.215,RX,9837.90,-0.78,9837.90
16:17:07.360,RX,Differential Pressure values:,-0.58,9837.90
16:17:07.361,RX,-0.58,-0.58,9837.90
16:17:07.362,RX,Pressure values:,-0.58,9837.80
16:17:07.362,RX,9837.80,-0.58,9837.80
16:17:07.511,RX,Differential Pressure values:,-0.68,9837.80
16:17:07.511,RX,-0.68,-0.68,9837.80
16:17:07.512,RX,Pressure values:,-0.68,9837.90
16:17:07.512,RX,9837.90,-0.68,9837.90
16:17:07.660,RX,Differential Pressure values:,-0.68,9837.90
16:17:07.661,RX,-0.68,-0.68,9837.90
16:17:07.664,RX,Pressure values:,-0.68,9837.80
16:17:07.664,RX,9837.80,-0.68,9837.80
16:17:07.814,RX,Differential Pressure values:,-0.68,9837.80
16:17:07.814,RX,-0.68,-0.68,9837.80
16:17:07.818,RX,Pressure values:,-0.68,9838.00
16:17:07.818,RX,9838.00,-0.68,9838.00
16:17:07.962,RX,Differential Pressure values:,-0.68,9838.00
16:17:07.963,RX,-0.68,-0.68,9838.00
16:17:07.963,RX,Pressure values:,-0.68,9837.80
16:17:07.963,RX,9837.80,-0.68,9837.80
16:17:08.111,RX,Differential Pressure values:,-0.58,9837.80
16:17:08.112,RX,-0.58,-0.58,9837.80
16:17:08.115,RX,Pressure values:,-0.58,9838.00
16:17:08.115,RX,9838.00,-0.58,9838.00
16:17:08.262,RX,Differential Pressure values:,-0.58,9838.00
16:17:08.263,RX,-0.58,-0.58,9838.00
16:17:08.263,RX,Pressure values:,-0.58,9837.90
16:17:08.263,RX,9837.90,-0.58,9837.90
16:17:08.411,RX,Differential Pressure values:,-0.68,9837.90
16:17:08.412,RX,-0.68,-0.68,9837.90
16:17:08.412,RX,Pressure values:,-0.68,9837.90
16:17:08.412,RX,9837.90,-0.68,9837.90
16:17:08.562,RX,Differential Pressure values:,-0.58,9837.90
16:17:08.562,RX,-0.58,-0.58,9837.90
16:17:08.562,RX,Pressure values:,-0.58,9838.10
16:17:08.562,RX,9838.10,-0.58,9838.10
16:17:08.710,RX,Differential Pressure values:,-0.58,9838.10
16:17:08.711,RX,-0.58,-0.58,9838.10
16:17:08.711,RX,Pressure values:,-0.58,9837.80
16:17:08.712,RX,9837.80,-0.58,9837.80
16:17:08.861,RX,Differential Pressure values:,-0.58,9837.80
16:17:08.863,RX,-0.58,-0.58,9837.80
16:17:08.863,RX,Pressure values:,-0.58,9838.00
16:17:08.863,RX,9838.00,-0.58,9838.00
16:17:09.011,RX,Differential Pressure values:,-0.58,9838.00
16:17:09.012,RX,-0.58,-0.58,9838.00
16:17:09.015,RX,Pressure values:,-0.58,9837.90
16:17:09.015,RX,9837.90,-0.58,9837.90
16:17:09.162,RX,Differential Pressure values:,-0.68,9837.90
16:17:09.163,RX,-0.68,-0.68,9837.90
16:17:09.163,RX,Pressure values:,-0.68,9837.80
16:17:09.163,RX,9837.80,-0.68,9837.80
16:17:09.311,RX,Differential Pressure values:,-0.48,9837.80
16:17:09.312,RX,-0.48,-0.48,9837.80
16:17:09.312,RX,Pressure values:,-0.48,9837.90
16:17:09.312,RX,9837.90,-0.48,9837.90
16:17:09.460,RX,Differential Pressure values:,-0.48,9837.90
16:17:09.461,RX,-0.48,-0.48,9837.90
16:17:09.464,RX,Pressure values:,-0.48,9838.00
16:17:09.464,RX,9838.00,-0.48,9838.00
16:17:09.611,RX,Differential Pressure values:,-0.68,9838.00
16:17:09.612,RX,-0.68,-0.68,9838.00
16:17:09.612,RX,Pressure values:,-0.68,9838.10
16:17:09.612,RX,9838.10,-0.68,9838.10
16:17:09.761,RX,Differential Pressure values:,-0.78,9838.10
16:17:09.763,RX,-0.78,-0.78,9838.10
16:17:09.763,RX,Pressure values:,-0.78,9837.80
16:17:09.763,RX,9837.80,-0.78,9837.80
16:17:09.911,RX,Differential Pressure values:,-0.58,9837.80
16:17:09.912,RX,-0.58,-0.58,9837.80
16:17:09.915,RX,Pressure values:,-0.58,9838.00
16:17:09.915,RX,9838.00,-0.58,9838.00
16:17:10.061,RX,Differential Pressure values:,-0.68,9838.00
16:17:10.062,RX,-0.68,-0.68,9838.00
16:17:10.063,RX,Pressure values:,-0.68,9837.80
16:17:10.063,RX,9837.80,-0.68,9837.80
16:17:10.210,RX,Differential Pressure values:,-0.48,9837.80
16:17:10.211,RX,-0.48,-0.48,9837.80
16:17:10.211,RX,Pressure values:,-0.48,9838.00
16:17:10.213,RX,9838.00,-0.48,9838.00
16:17:10.361,RX,Differential Pressure values:,-0.68,9838.00
16:17:10.362,RX,-0.68,-0.68,9838.00
16:17:10.365,RX,Pressure values:,-0.68,9837.90
16:17:10.365,RX,9837.90,-0.68,9837.90
16:17:10.511,RX,Differential Pressure values:,-0.58,9837.90
16:17:10.512,RX,-0.58,-0.58,9837.90
16:17:10.512,RX,Pressure values:,-0.58,9838.00
16:17:10.513,RX,9838.00,-0.58,9838.00
16:17:10.661,RX,Differential Pressure values:,-0.68,9838.00
16:17:10.662,RX,-0.68,-0.68,9838.00
16:17:10.662,RX,Pressure values:,-0.68,9837.90
16:17:10.662,RX,9837.90,-0.68,9837.90
16:17:10.811,RX,Differential Pressure values:,-0.48,9837.90
16:17:10.813,RX,-0.48,-0.48,9837.90
16:17:10.813,RX,Pressure values:,-0.48,9838.00
16:17:10.813,RX,9838.00,-0.48,9838.00
16:17:10.961,RX,Differential Pressure values:,-0.58,9838.00
16:17:10.962,RX,-0.58,-0.58,9838.00
16:17:10.963,RX,Pressure values:,-0.58,9837.90
16:17:10.963,RX,9837.90,-0.58,9837.90
16:17:11.111,RX,Differential Pressure values:,-0.58,9837.90
16:17:11.113,RX,-0.58,-0.58,9837.90
16:17:11.113,RX,Pressure values:,-0.58,9838.10
16:17:11.113,RX,9838.10,-0.58,9838.10
16:17:11.261,RX,Differential Pressure values:,-0.68,9838.10
16:17:11.291,RX,-0.68,-0.68,9838.10
16:17:11.293,RX,Pressure values:,-0.68,9837.90
16:17:11.293,RX,9837.90,-0.68,9837.90
16:17:11.441,RX,Differential Pressure values:,-0.68,9837.90
16:17:11.442,RX,-0.68,-0.68,9837.90
16:17:11.443,RX,Pressure values:,-0.68,9838.00
16:17:11.443,RX,9838.00,-0.68,9838.00
16:17:11.591,RX,Differential Pressure values:,-0.68,9838.00
16:17:11.593,RX,-0.68,-0.68,9838.00
16:17:11.593,RX,Pressure values:,-0.68,9837.80
16:17:11.593,RX,9837.80,-0.68,9837.80
16:17:11.740,RX,Differential Pressure values:,-0.28,9837.80
16:17:11.741,RX,-0.28,-0.28,9837.80
16:17:11.744,RX,Pressure values:,-0.28,9837.80
16:17:11.744,RX,9837.80,-0.28,9837.80
16:17:11.891,RX,Differential Pressure values:,-0.48,9837.80
16:17:11.892,RX,-0.48,-0.48,9837.80
16:17:11.893,RX,Pressure values:,-0.48,9838.00
16:17:11.893,RX,9838.00,-0.48,9838.00
16:17:12.041,RX,Differential Pressure values:,-0.68,9838.00
16:17:12.043,RX,-0.68,-0.68,9838.00
16:17:12.043,RX,Pressure values:,-0.68,9838.00
16:17:12.043,RX,9838.00,-0.68,9838.00
16:17:12.191,RX,Differential Pressure values:,-0.48,9838.00
16:17:12.192,RX,-0.48,-0.48,9838.00
16:17:12.195,RX,Pressure values:,-0.48,9838.00
16:17:12.195,RX,9838.00,-0.48,9838.00
16:17:12.344,RX,Differential Pressure values:,-0.58,9838.00
16:17:12.345,RX,-0.58,-0.58,9838.00
16:17:12.345,RX,Pressure values:,-0.58,9838.10
16:17:12.345,RX,9838.10,-0.58,9838.10
16:17:12.490,RX,Differential Pressure values:,-0.38,9838.10
16:17:12.491,RX,-0.38,-0.38,9838.10
16:17:12.492,RX,Pressure values:,-0.38,9838.00
16:17:12.492,RX,9838.00,-0.38,9838.00
16:17:12.641,RX,Differential Pressure values:,-0.58,9838.00
16:17:12.641,RX,-0.58,-0.58,9838.00
16:17:12.643,RX,Pressure values:,-0.58,9837.90
16:17:12.643,RX,9837.90,-0.58,9837.90
16:17:12.792,RX,Differential Pressure values:,-0.48,9837.90
16:17:12.792,RX,-0.48,-0.48,9837.90
16:17:12.793,RX,Pressure values:,-0.48,9838.00
16:17:12.793,RX,9838.00,-0.48,9838.00
16:17:12.941,RX,Differential Pressure values:,-0.38,9838.00
16:17:12.943,RX,-0.38,-0.38,9838.00
16:17:12.943,RX,Pressure values:,-0.38,9838.00
16:17:12.943,RX,9838.00,-0.38,9838.00
16:17:13.091,RX,Differential Pressure values:,-0.48,9838.00
16:17:13.092,RX,-0.48,-0.48,9838.00
16:17:13.093,RX,Pressure values:,-0.48,9838.00
16:17:13.093,RX,9838.00,-0.48,9838.00
16:17:13.240,RX,Differential Pressure values:,-0.58,9838.00
16:17:13.241,RX,-0.58,-0.58,9838.00
16:17:13.241,RX,Pressure values:,-0.58,9838.00
16:17:13.242,RX,9838.00,-0.58,9838.00
16:17:13.391,RX,Differential Pressure values:,-0.38,9838.00
16:17:13.393,RX,-0.38,-0.38,9838.00
16:17:13.393,RX,Pressure values:,-0.38,9837.80
16:17:13.393,RX,9837.80,-0.38,9837.80
16:17:13.541,RX,Differential Pressure values:,-0.48,9837.80
16:17:13.542,RX,-0.48,-0.48,9837.80
16:17:13.545,RX,Pressure values:,-0.48,9837.90
16:17:13.545,RX,9837.90,-0.48,9837.90
16:17:13.691,RX,Differential Pressure values:,-0.68,9837.90
16:17:13.693,RX,-0.68,-0.68,9837.90
16:17:13.693,RX,Pressure values:,-0.68,9838.00
16:17:13.693,RX,9838.00,-0.68,9838.00
16:17:13.841,RX,Differential Pressure values:,-0.58,9838.00
16:17:13.842,RX,-0.58,-0.58,9838.00
16:17:13.842,RX,Pressure values:,-0.58,9837.90
16:17:13.842,RX,9837.90,-0.58,9837.90
16:17:13.990,RX,Differential Pressure values:,-0.68,9837.90
16:17:13.991,RX,-0.68,-0.68,9837.90
16:17:13.993,RX,Pressure values:,-0.68,9838.00
16:17:13.993,RX,9838.00,-0.68,9838.00
16:17:14.140,RX,Differential Pressure values:,-0.58,9838.00
16:17:14.141,RX,-0.58,-0.58,9838.00
16:17:14.141,RX,Pressure values:,-0.58,9837.90
16:17:14.142,RX,9837.90,-0.58,9837.90
16:17:14.291,RX,Differential Pressure values:,-0.48,9837.90
16:17:14.293,RX,-0.48,-0.48,9837.90
16:17:14.293,RX,Pressure values:,-0.48,9838.00
16:17:14.293,RX,9838.00,-0.48,9838.00
16:17:14.441,RX,Differential Pressure values:,-0.58,9838.00
16:17:14.442,RX,-0.58,-0.58,9838.00
16:17:14.445,RX,Pressure values:,-0.58,9837.80
16:17:14.445,RX,9837.80,-0.58,9837.80
16:17:14.591,RX,Differential Pressure values:,-0.38,9837.80
16:17:14.592,RX,-0.38,-0.38,9837.80
16:17:14.593,RX,Pressure values:,-0.38,9837.80
16:17:14.593,RX,9837.80,-0.38,9837.80
16:17:14.741,RX,Differential Pressure values:,-0.28,9837.80
16:17:14.742,RX,-0.28,-0.28,9837.80
16:17:14.742,RX,Pressure values:,-0.28,9838.00
16:17:14.742,RX,9838.00,-0.28,9838.00
16:17:14.891,RX,Differential Pressure values:,-0.48,9838.00
16:17:14.892,RX,-0.48,-0.48,9838.00
16:17:14.894,RX,Pressure values:,-0.48,9837.80
16:17:14.894,RX,9837.80,-0.48,9837.80
16:17:15.041,RX,Differential Pressure values:,-0.58,9837.80
16:17:15.042,RX,-0.58,-0.58,9837.80
16:17:15.042,RX,Pressure values:,-0.58,9837.80
16:17:15.042,RX,9837.80,-0.58,9837.80
16:17:15.191,RX,Differential Pressure values:,-0.68,9837.80
16:17:15.193,RX,-0.68,-0.68,9837.80
16:17:15.193,RX,Pressure values:,-0.68,9838.00
16:17:15.193,RX,9838.00,-0.68,9838.00
16:17:15.341,RX,Differential Pressure values:,-0.38,9838.00
16:17:15.342,RX,-0.38,-0.38,9838.00
16:17:15.345,RX,Pressure values:,-0.38,9837.90
16:17:15.345,RX,9837.90,-0.38,9837.90
16:17:15.516,RX,Differential Pressure values:,-0.78,9837.90
16:17:15.516,RX,-0.78,-0.78,9837.90
16:17:15.516,RX,Pressure values:,-0.78,9837.80
16:17:15.516,RX,9837.80,-0.78,9837.80
16:17:15.641,RX,Differential Pressure values:,-0.68,9837.80
16:17:15.643,RX,-0.68,-0.68,9837.80
16:17:15.643,RX,Pressure values:,-0.68,9838.10
16:17:15.643,RX,9838.10,-0.68,9838.10
16:17:15.791,RX,Differential Pressure values:,-0.58,9838.10
16:17:15.792,RX,-0.58,-0.58,9838.10
16:17:15.795,RX,Pressure values:,-0.58,9838.00
16:17:15.795,RX,9838.00,-0.58,9838.00
16:17:15.941,RX,Differential Pressure values:,-0.48,9838.00
16:17:15.942,RX,-0.48,-0.48,9838.00
16:17:15.942,RX,Pressure values:,-0.48,9838.00
16:17:15.943,RX,9838.00,-0.48,9838.00
16:17:16.091,RX,Differential Pressure values:,-0.58,9838.00
16:17:16.092,RX,-0.58,-0.58,9838.00
16:17:16.092,RX,Pressure values:,-0.58,9837.90
16:17:16.092,RX,9837.90,-0.58,9837.90
16:17:16.241,RX,Differential Pressure values:,-0.58,9837.90
16:17:16.242,RX,-0.58,-0.58,9837.90
16:17:16.245,RX,Pressure values:,-0.58,9837.80
16:17:16.245,RX,9837.80,-0.58,9837.80
16:17:16.391,RX,Differential Pressure values:,-0.48,9837.80
16:17:16.392,RX,-0.48,-0.48,9837.80
16:17:16.393,RX,Pressure values:,-0.48,9837.90
16:17:16.393,RX,9837.90,-0.48,9837.90
16:17:16.541,RX,Differential Pressure values:,-0.48,9837.90
16:17:16.543,RX,-0.48,-0.48,9837.90
16:17:16.543,RX,Pressure values:,-0.48,9838.10
16:17:16.543,RX,9838.10,-0.48,9838.10
16:17:16.691,RX,Differential Pressure values:,-0.58,9838.10
16:17:16.692,RX,-0.58,-0.58,9838.10
16:17:16.695,RX,Pressure values:,-0.58,9837.90
16:17:16.695,RX,9837.90,-0.58,9837.90
16:17:16.840,RX,Differential Pressure values:,-0.58,9837.90
16:17:16.841,RX,-0.58,-0.58,9837.90
16:17:16.841,RX,Pressure values:,-0.58,9838.20
16:17:16.843,RX,9838.20,-0.58,9838.20
16:17:16.991,RX,Differential Pressure values:,-0.48,9838.20
16:17:16.992,RX,-0.48,-0.48,9838.20
16:17:16.992,RX,Pressure values:,-0.48,9838.00
16:17:16.992,RX,9838.00,-0.48,9838.00
16:17:17.140,RX,Differential Pressure values:,-0.68,9838.00
16:17:17.142,RX,-0.68,-0.68,9838.00
16:17:17.142,RX,Pressure values:,-0.68,9838.10
16:17:17.171,RX,9838.10,-0.68,9838.10
16:17:17.291,RX,Differential Pressure values:,-0.48,9838.10
16:17:17.293,RX,-0.48,-0.48,9838.10
16:17:17.293,RX,Pressure values:,-0.48,9838.10
16:17:17.293,RX,9838.10,-0.48,9838.10
16:17:17.441,RX,Differential Pressure values:,-0.38,9838.10
16:17:17.443,RX,-0.38,-0.38,9838.10
16:17:17.443,RX,Pressure values:,-0.38,9837.80
16:17:17.443,RX,9837.80,-0.38,9837.80
16:17:17.591,RX,Differential Pressure values:,-0.68,9837.80
16:17:17.592,RX,-0.68,-0.68,9837.80
16:17:17.595,RX,Pressure values:,-0.68,9838.00
16:17:17.595,RX,9838.00,-0.68,9838.00
16:17:17.740,RX,Differential Pressure values:,-0.68,9838.00
16:17:17.741,RX,-0.68,-0.68,9838.00
16:17:17.741,RX,Pressure values:,-0.68,9838.10
16:17:17.742,RX,9838.10,-0.68,9838.10
16:17:17.892,RX,Differential Pressure values:,-0.48,9838.10
16:17:17.893,RX,-0.48,-0.48,9838.10
16:17:17.893,RX,Pressure values:,-0.48,9838.10
16:17:17.893,RX,9838.10,-0.48,9838.10
16:17:18.041,RX,Differential Pressure values:,-0.68,9838.10
16:17:18.042,RX,-0.68,-0.68,9838.10
16:17:18.045,RX,Pressure values:,-0.68,9838.00
16:17:18.045,RX,9838.00,-0.68,9838.00
16:17:18.192,RX,Differential Pressure values:,-0.68,9838.00
16:17:18.193,RX,-0.68,-0.68,9838.00
16:17:18.193,RX,Pressure values:,-0.68,9837.90
16:17:18.193,RX,9837.90,-0.68,9837.90
16:17:18.341,RX,Differential Pressure values:,-0.28,9837.90
16:17:18.343,RX,-0.28,-0.28,9837.90
16:17:18.343,RX,Pressure values:,-0.28,9838.00
16:17:18.343,RX,9838.00,-0.28,9838.00
16:17:18.492,RX,Differential Pressure values:,-0.48,9838.00
16:17:18.493,RX,-0.48,-0.48,9838.00
16:17:18.493,RX,Pressure values:,-0.48,9838.00
16:17:18.493,RX,9838.00,-0.48,9838.00
16:17:18.641,RX,Differential Pressure values:,-0.38,9838.00
16:17:18.642,RX,-0.38,-0.38,9838.00
16:17:18.643,RX,Pressure values:,-0.38,9838.00
16:17:18.643,RX,9838.00,-0.38,9838.00
16:17:18.792,RX,Differential Pressure values:,-0.48,9838.00
16:17:18.793,RX,-0.48,-0.48,9838.00
16:17:18.793,RX,Pressure values:,-0.48,9838.00
16:17:18.793,RX,9838.00,-0.48,9838.00
16:17:18.940,RX,Differential Pressure values:,-0.58,9838.00
16:17:18.941,RX,-0.58,-0.58,9838.00
16:17:18.945,RX,Pressure values:,-0.58,9838.00
16:17:18.945,RX,9838.00,-0.58,9838.00
16:17:19.092,RX,Differential Pressure values:,-0.48,9838.00
16:17:19.093,RX,-0.48,-0.48,9838.00
16:17:19.093,RX,Pressure values:,-0.48,9838.00
16:17:19.093,RX,9838.00,-0.48,9838.00
16:17:19.241,RX,Differential Pressure values:,-0.88,9838.00
16:17:19.243,RX,-0.88,-0.88,9838.00
16:17:19.243,RX,Pressure values:,-0.88,9837.80
16:17:19.243,RX,9837.80,-0.88,9837.80
16:17:19.392,RX,Differential Pressure values:,-0.58,9837.80
16:17:19.393,RX,-0.58,-0.58,9837.80
16:17:19.393,RX,Pressure values:,-0.58,9837.90
16:17:19.393,RX,9837.90,-0.58,9837.90
16:17:19.541,RX,Differential Pressure values:,-0.48,9837.90
16:17:19.542,RX,-0.48,-0.48,9837.90
16:17:19.543,RX,Pressure values:,-0.48,9837.70
16:17:19.543,RX,9837.70,-0.48,9837.70
16:17:19.692,RX,Differential Pressure values:,-0.88,9837.70
16:17:19.693,RX,-0.88,-0.88,9837.70
16:17:19.693,RX,Pressure values:,-0.88,9837.70
16:17:19.693,RX,9837.70,-0.88,9837.70
16:17:19.841,RX,Differential Pressure values:,-0.88,9837.70
16:17:19.843,RX,-0.88,-0.88,9837.70
16:17:19.843,RX,Pressure values:,-0.88,9837.90
16:17:19.843,RX,9837.90,-0.88,9837.90
16:17:19.992,RX,Differential Pressure values:,-0.78,9837.90
16:17:19.993,RX,-0.78,-0.78,9837.90
16:17:19.993,RX,Pressure values:,-0.78,9837.90
16:17:19.993,RX,9837.90,-0.78,9837.90
16:17:20.141,RX,Differential Pressure values:,-0.78,9837.90
16:17:20.143,RX,-0.78,-0.78,9837.90
16:17:20.143,RX,Pressure values:,-0.78,9837.80
16:17:20.143,RX,9837.80,-0.78,9837.80
16:17:20.292,RX,Differential Pressure values:,-0.58,9837.80
16:17:20.292,RX,-0.58,-0.58,9837.80
16:17:20.296,RX,Pressure values:,-0.58,9837.90
16:17:20.296,RX,9837.90,-0.58,9837.90
