Timestamp,Mode,Data,Sample
14:54:13.232,TX,b,1
14:54:23.226,RX,-0.23,2
14:54:23.344,RX,-0.03,3
14:54:23.463,RX,-0.23,4
14:54:23.582,RX,-0.03,5
14:54:23.703,RX,-0.13,6
14:54:23.850,RX,-0.33,7
14:54:23.943,RX,-0.13,8
14:54:24.062,RX,-0.03,9
14:54:24.182,RX,-0.13,10
14:54:24.302,RX,-0.03,11
14:54:24.423,RX,-0.03,12
14:54:24.542,RX,-0.13,13
14:54:24.663,RX,-0.33,14
14:54:24.783,RX,-0.13,15
14:54:24.902,RX,0.06,16
14:54:25.022,RX,-0.13,17
14:54:25.144,RX,-0.03,18
14:54:25.263,RX,-0.13,19
14:54:25.382,RX,0.06,20
14:54:25.502,RX,-0.03,21
14:54:25.622,RX,-0.03,22
14:54:25.743,RX,-0.03,23
14:54:25.862,RX,-0.23,24
14:54:25.982,RX,-0.03,25
14:54:26.103,RX,-0.03,26
14:54:26.222,RX,-0.13,27
14:54:26.312,RX,0.06,28
14:54:26.463,RX,0.06,29
14:54:26.583,RX,0.06,30
14:54:26.702,RX,-0.03,31
14:54:26.822,RX,-0.23,32
14:54:26.945,RX,-0.03,33
14:54:27.063,RX,0.06,34
14:54:27.182,RX,-0.23,35
14:54:27.301,RX,0.06,36
14:54:27.422,RX,-0.13,37
14:54:27.543,RX,0.16,38
14:54:27.663,RX,0.16,39
14:54:27.782,RX,-0.03,40
14:54:27.902,RX,0.16,41
14:54:28.022,RX,0.06,42
14:54:28.143,RX,0.16,43
14:54:28.263,RX,0.06,44
14:54:28.353,RX,-0.03,45
14:54:28.501,RX,0.16,46
14:54:28.620,RX,0.26,47
14:54:28.742,RX,0.26,48
14:54:28.862,RX,0.36,49
14:54:28.982,RX,0.26,50
14:54:29.103,RX,0.06,51
14:54:29.222,RX,0.06,52
14:54:29.343,RX,0.16,53
14:54:29.463,RX,0.36,54
14:54:29.582,RX,0.16,55
14:54:29.702,RX,-0.03,56
14:54:29.824,RX,0.06,57
14:54:29.942,RX,0.06,58
14:54:30.063,RX,-0.03,59
14:54:30.183,RX,0.16,60
14:54:30.302,RX,0.16,61
14:54:30.422,RX,0.06,62
14:54:30.541,RX,0.06,63
14:54:30.661,RX,-0.03,64
14:54:30.782,RX,0.06,65
14:54:30.903,RX,0.26,66
14:54:31.022,RX,0.06,67
14:54:31.143,RX,0.16,68
14:54:31.263,RX,-0.03,69
14:54:31.382,RX,0.16,70
14:54:31.503,RX,0.06,71
14:54:31.621,RX,0.06,72
14:54:31.742,RX,0.16,73
14:54:31.863,RX,0.06,74
14:54:32.003,RX,0.26,75
14:54:32.102,RX,0.26,76
14:54:32.222,RX,0.26,77
14:54:32.343,RX,0.36,78
14:54:32.462,RX,0.16,79
14:54:32.583,RX,0.06,80
14:54:32.703,RX,0.16,81
14:54:32.822,RX,0.16,82
14:54:32.942,RX,0.06,83
14:54:33.063,RX,0.36,84
14:54:33.182,RX,0.26,85
14:54:33.303,RX,0.26,86
14:54:33.422,RX,0.16,87
14:54:33.542,RX,0.26,88
14:54:33.663,RX,0.26,89
14:54:33.783,RX,0.16,90
14:54:33.902,RX,0.26,91
14:54:34.022,RX,0.16,92
14:54:34.143,RX,0.26,93
14:54:34.262,RX,0.06,94
14:54:34.382,RX,0.26,95
14:54:34.503,RX,0.16,96
14:54:34.622,RX,0.36,97
14:54:34.742,RX,0.36,98
14:54:34.862,RX,0.36,99
14:54:34.993,RX,0.16,100
14:54:35.103,RX,0.46,101
14:54:35.223,RX,0.36,102
14:54:35.342,RX,0.16,103
14:54:35.463,RX,0.36,104
14:54:35.583,RX,0.26,105
14:54:35.702,RX,0.26,106
14:54:35.822,RX,0.36,107
14:54:35.943,RX,0.56,108
14:54:36.063,RX,0.26,109
14:54:36.183,RX,0.36,110
14:54:36.303,RX,0.36,111
14:54:36.422,RX,0.26,112
14:54:36.543,RX,0.36,113
14:54:36.663,RX,0.46,114
14:54:36.782,RX,0.26,115
14:54:36.904,RX,0.36,116
14:54:37.023,RX,0.46,117
14:54:37.142,RX,0.46,118
14:54:37.263,RX,0.46,119
14:54:37.383,RX,0.36,120
14:54:37.502,RX,0.56,121
14:54:37.623,RX,0.46,122
14:54:37.743,RX,0.36,123
14:54:37.863,RX,0.36,124
14:54:37.982,RX,0.36,125
14:54:38.104,RX,0.36,126
14:54:38.222,RX,0.46,127
14:54:38.343,RX,0.36,128
14:54:38.463,RX,0.26,129
14:54:38.582,RX,0.66,130
14:54:38.703,RX,0.26,131
14:54:38.821,RX,0.36,132
14:54:38.942,RX,0.56,133
14:54:39.063,RX,0.36,134
14:54:39.183,RX,0.46,135
14:54:39.303,RX,0.36,136
14:54:39.423,RX,0.56,137
14:54:39.543,RX,0.26,138
14:54:39.663,RX,0.46,139
14:54:39.783,RX,0.36,140
14:54:39.901,RX,0.16,141
14:54:40.021,RX,0.26,142
14:54:40.143,RX,0.66,143
14:54:40.263,RX,0.46,144
14:54:40.382,RX,0.46,145
14:54:40.503,RX,0.46,146
14:54:40.623,RX,0.46,147
14:54:40.742,RX,0.36,148
14:54:40.863,RX,0.66,149
14:54:40.982,RX,0.46,150
14:54:41.102,RX,0.46,151
14:54:41.224,RX,0.66,152
14:54:41.343,RX,0.56,153
14:54:41.462,RX,0.46,154
14:54:41.582,RX,0.66,155
14:54:41.704,RX,0.66,156
14:54:41.822,RX,0.66,157
14:54:41.941,RX,0.56,158
14:54:42.061,RX,0.76,159
14:54:42.182,RX,0.56,160
14:54:42.302,RX,1.06,161
14:54:42.423,RX,-1.83,162
14:54:42.542,RX,-7.33,163
14:54:42.662,RX,-16.73,164
14:54:42.784,RX,-24.03,165
14:54:42.903,RX,-5.53,166
14:54:43.022,RX,-4.53,167
14:54:43.141,RX,-3.53,168
14:54:43.263,RX,-0.73,169
14:54:43.382,RX,6.16,170
14:54:43.504,RX,9.76,171
14:54:43.622,RX,12.36,172
14:54:43.743,RX,13.16,173
14:54:43.863,RX,12.46,174
14:54:43.982,RX,11.76,175
14:54:44.104,RX,8.76,176
14:54:44.223,RX,7.86,177
14:54:44.342,RX,6.66,178
14:54:44.463,RX,4.66,179
14:54:44.583,RX,3.96,180
14:54:44.703,RX,3.26,181
14:54:44.823,RX,3.66,182
14:54:44.944,RX,2.66,183
14:54:45.062,RX,0.76,184
14:54:45.183,RX,-2.03,185
14:54:45.303,RX,-6.13,186
14:54:45.423,RX,-10.53,187
14:54:45.543,RX,-11.53,188
14:54:45.663,RX,-11.23,189
14:54:45.783,RX,-13.83,190
14:54:45.903,RX,-13.13,191
14:54:46.022,RX,-12.43,192
14:54:46.142,RX,-13.23,193
14:54:46.263,RX,-9.43,194
14:54:46.383,RX,-6.73,195
14:54:46.503,RX,-3.43,196
14:54:46.623,RX,-1.13,197
14:54:46.743,RX,-0.13,198
14:54:46.863,RX,0.86,199
14:54:46.983,RX,1.56,200
14:54:47.104,RX,1.06,201
14:54:47.223,RX,2.96,202
14:54:47.343,RX,3.86,203
14:54:47.463,RX,6.56,204
14:54:47.613,RX,8.06,205
14:54:47.702,RX,8.36,206
14:54:47.823,RX,10.26,207
14:54:47.942,RX,10.46,208
14:54:48.063,RX,9.56,209
14:54:48.183,RX,8.66,210
14:54:48.303,RX,7.66,211
14:54:48.423,RX,7.66,212
14:54:48.543,RX,5.06,213
14:54:48.663,RX,4.86,214
14:54:48.783,RX,4.56,215
14:54:48.903,RX,2.86,216
14:54:49.023,RX,3.16,217
14:54:49.143,RX,2.66,218
14:54:49.263,RX,2.16,219
14:54:49.383,RX,1.56,220
14:54:49.504,RX,1.66,221
14:54:49.623,RX,1.36,222
14:54:49.742,RX,1.16,223
14:54:49.863,RX,-0.93,224
14:54:49.983,RX,-3.23,225
14:54:50.103,RX,-4.93,226
14:54:50.223,RX,-6.43,227
14:54:50.343,RX,-8.83,228
14:54:50.463,RX,-9.23,229
14:54:50.583,RX,-9.13,230
14:54:50.703,RX,-9.43,231
14:54:50.823,RX,-9.73,232
14:54:50.943,RX,-7.83,233
14:54:51.063,RX,-8.13,234
14:54:51.183,RX,-6.53,235
14:54:51.304,RX,-5.03,236
14:54:51.423,RX,-3.63,237
14:54:51.543,RX,-3.73,238
14:54:51.663,RX,-3.83,239
14:54:51.783,RX,-1.33,240
14:54:51.903,RX,1.26,241
14:54:52.023,RX,1.96,242
14:54:52.143,RX,4.66,243
14:54:52.263,RX,6.46,244
14:54:52.383,RX,9.06,245
14:54:52.503,RX,11.36,246
14:54:52.623,RX,11.16,247
14:54:52.742,RX,10.46,248
14:54:52.863,RX,10.36,249
14:54:52.983,RX,9.26,250
14:54:53.103,RX,9.46,251
14:54:53.223,RX,8.46,252
14:54:53.343,RX,7.46,253
14:54:53.463,RX,6.46,254
14:54:53.584,RX,6.16,255
14:54:53.703,RX,5.86,256
14:54:53.823,RX,5.16,257
14:54:53.944,RX,4.46,258
14:54:54.063,RX,2.56,259
14:54:54.184,RX,3.06,260
14:54:54.304,RX,3.16,261
14:54:54.424,RX,2.26,262
14:54:54.544,RX,2.76,263
14:54:54.663,RX,0.36,264
14:54:54.783,RX,-6.43,265
14:54:54.903,RX,-13.03,266
14:54:55.024,RX,-16.23,267
14:54:55.143,RX,-16.73,268
14:54:55.263,RX,-16.13,269
14:54:55.383,RX,-15.63,270
14:54:55.503,RX,-12.53,271
14:54:55.624,RX,-9.73,272
14:54:55.744,RX,-8.13,273
14:54:55.863,RX,-5.13,274
14:54:55.983,RX,-4.63,275
14:54:56.104,RX,-0.63,276
14:54:56.225,RX,-0.53,277
14:54:56.344,RX,0.76,278
14:54:56.464,RX,1.56,279
14:54:56.583,RX,2.66,280
14:54:56.703,RX,3.16,281
14:54:56.824,RX,3.86,282
14:54:56.943,RX,5.96,283
14:54:57.063,RX,6.76,284
14:54:57.184,RX,8.86,285
14:54:57.304,RX,9.96,286
14:54:57.424,RX,11.26,287
14:54:57.544,RX,11.46,288
14:54:57.663,RX,11.86,289
14:54:57.784,RX,11.06,290
14:54:57.903,RX,9.96,291
14:54:58.024,RX,8.96,292
14:54:58.144,RX,8.46,293
14:54:58.264,RX,7.76,294
14:54:58.383,RX,4.96,295
14:54:58.503,RX,5.46,296
14:54:58.624,RX,5.36,297
14:54:58.743,RX,4.36,298
14:54:58.864,RX,3.86,299
14:54:58.983,RX,3.56,300
14:54:59.103,RX,3.06,301
14:54:59.224,RX,3.36,302
14:54:59.343,RX,2.16,303
14:54:59.463,RX,1.66,304
14:54:59.583,RX,0.26,305
14:54:59.703,RX,-3.43,306
14:54:59.824,RX,-6.43,307
14:54:59.943,RX,-9.33,308
14:55:00.063,RX,-11.93,309
14:55:00.182,RX,-13.73,310
14:55:00.303,RX,-15.73,311
14:55:00.424,RX,-15.73,312
14:55:00.543,RX,-12.43,313
14:55:00.664,RX,-11.63,314
14:55:00.784,RX,-9.13,315
14:55:00.904,RX,-6.13,316
14:55:01.023,RX,-3.53,317
14:55:01.144,RX,-2.93,318
14:55:01.263,RX,-1.43,319
14:55:01.383,RX,-1.23,320
14:55:01.504,RX,0.16,321
14:55:01.623,RX,1.36,322
14:55:01.744,RX,1.26,323
14:55:01.864,RX,2.66,324
14:55:01.983,RX,4.46,325
14:55:02.103,RX,5.36,326
14:55:02.224,RX,7.36,327
14:55:02.343,RX,7.76,328
14:55:02.464,RX,8.66,329
14:55:02.613,RX,8.76,330
14:55:02.703,RX,9.16,331
14:55:02.824,RX,8.26,332
14:55:02.943,RX,7.76,333
14:55:03.063,RX,7.56,334
14:55:03.184,RX,7.66,335
14:55:03.304,RX,7.36,336
14:55:03.423,RX,5.86,337
14:55:03.544,RX,5.06,338
14:55:03.664,RX,5.16,339
14:55:03.783,RX,4.56,340
14:55:03.903,RX,3.36,341
14:55:04.024,RX,3.66,342
14:55:04.144,RX,2.26,343
14:55:04.264,RX,3.06,344
14:55:04.384,RX,3.46,345
14:55:04.503,RX,2.46,346
14:55:04.623,RX,1.36,347
14:55:04.745,RX,0.96,348
14:55:04.863,RX,-1.23,349
14:55:04.983,RX,-6.63,350
14:55:05.104,RX,-10.43,351
14:55:05.223,RX,-11.53,352
14:55:05.344,RX,-11.13,353
14:55:05.463,RX,-9.53,354
14:55:05.583,RX,-9.13,355
14:55:05.704,RX,-9.03,356
14:55:05.823,RX,-7.63,357
14:55:05.943,RX,-5.83,358
14:55:06.063,RX,-4.03,359
14:55:06.184,RX,-3.93,360
14:55:06.303,RX,-3.03,361
14:55:06.423,RX,-2.73,362
14:55:06.543,RX,-1.43,363
14:55:06.663,RX,-0.43,364
14:55:06.781,RX,0.06,365
14:55:06.905,RX,2.36,366
14:55:07.024,RX,1.96,367
14:55:07.144,RX,4.46,368
14:55:07.263,RX,4.16,369
14:55:07.383,RX,5.36,370
14:55:07.503,RX,6.96,371
14:55:07.622,RX,9.66,372
14:55:07.742,RX,11.06,373
14:55:07.863,RX,10.66,374
14:55:07.983,RX,10.76,375
14:55:08.103,RX,8.86,376
14:55:08.223,RX,9.06,377
14:55:08.343,RX,8.36,378
14:55:08.464,RX,8.26,379
14:55:08.583,RX,6.26,380
14:55:08.703,RX,5.76,381
14:55:08.823,RX,5.66,382
14:55:08.944,RX,4.96,383
14:55:09.063,RX,5.26,384
14:55:09.183,RX,4.06,385
14:55:09.304,RX,3.76,386
14:55:09.424,RX,3.26,387
14:55:09.543,RX,2.26,388
14:55:09.662,RX,2.76,389
14:55:09.782,RX,2.76,390
14:55:09.904,RX,2.36,391
14:55:10.023,RX,-0.63,392
14:55:10.144,RX,-6.73,393
14:55:10.263,RX,-9.83,394
14:55:10.383,RX,-10.43,395
14:55:10.505,RX,-9.73,396
14:55:10.623,RX,-8.73,397
14:55:10.744,RX,-6.33,398
14:55:10.864,RX,-6.13,399
14:55:10.983,RX,-7.03,400
14:55:11.104,RX,-7.43,401
14:55:11.224,RX,-5.93,402
14:55:11.343,RX,-5.43,403
14:55:11.463,RX,-3.93,404
14:55:11.584,RX,-2.33,405
14:55:11.703,RX,-0.83,406
14:55:11.823,RX,-1.13,407
14:55:11.944,RX,-0.03,408
14:55:12.064,RX,1.06,409
